Question,Answer,URL,Thumbnail URL,Supporting sentences,Post ID,Tag,Modality,Javascript URL,Javascript code,Version,UID
"Is the nighttime light intensity higher in Grindavík compared to Reykjavík on November 21, 2024?",,https://earthobservatory.nasa.gov/images/153630/lava-nears-icelands-blue-lagoon,,"1. About five hours after the eruption began, the VIIRS (Visible Infrared Imaging Radiometer Suite) on the Suomi NPP satellite acquired the nighttime image below. Light from the eruption appears brighter than light from the Icelandic capital of Reykjavík.",,,,https://code.earthengine.google.com/b681152c4ea98736c3a962fcc868d518,"// Define the study areas: Reykjavík and Grindavík
var reykjavik = ee.Geometry.Point([-21.880259, 64.133847]).buffer(2000);
var grindavik = ee.Geometry.Point([-22.4406, 63.8430]).buffer(2000); // Coordinates for Grindavík

// Load VIIRS nighttime light data for November 2024
// Note: Using the most recent VIIRS data available
var viirs = ee.ImageCollection('NOAA/VIIRS/001/VNP46A1')
  .filterDate('2024-11-21', '2024-11-22') // Specific date: November 21, 2024
  .select('DNB_At_Sensor_Radiance_500m');

// Create a composite for the specific date (or closest available)
var viirs_daily = viirs.first(); // Get the first (and likely only) image from the date

// Clip the data to our regions of interest
var reykjavik_lights = viirs_daily.clip(reykjavik);
var grindavik_lights = viirs_daily.clip(grindavik);

// Set visualization parameters for the nighttime lights
var lightsVis = {
  min: 0,
  max: 50,
  palette: ['black', 'navy', 'blue', 'aqua', 'yellow', 'white']
};

// Set map center between the two locations
Map.setCenter(-22.16, 64.0, 9);

// Add the nighttime light layers
Map.addLayer(viirs_daily, lightsVis, 'Nighttime Lights Nov 21, 2024');
Map.addLayer(reykjavik, {color: 'red'}, 'Reykjavík', true);
Map.addLayer(grindavik, {color: 'green'}, 'Grindavík', true);

// Calculate statistics for both regions
var reykjavik_stats = reykjavik_lights.reduceRegion({
  reducer: ee.Reducer.mean().combine({
    reducer2: ee.Reducer.max(),
    sharedInputs: true
  }).combine({
    reducer2: ee.Reducer.min(),
    sharedInputs: true
  }),
  geometry: reykjavik,
  scale: 500,  // VIIRS resolution
  maxPixels: 1e9
});

var grindavik_stats = grindavik_lights.reduceRegion({
  reducer: ee.Reducer.mean().combine({
    reducer2: ee.Reducer.max(),
    sharedInputs: true
  }).combine({
    reducer2: ee.Reducer.min(),
    sharedInputs: true
  }),
  geometry: grindavik,
  scale: 500,  // VIIRS resolution
  maxPixels: 1e9
});

// Print results to console
print('Date of Analysis:', ee.Date('2024-11-21').format('YYYY-MM-dd'));
print('Reykjavík Nighttime Light Statistics (nW/cm²/sr):', reykjavik_stats);
print('Grindavík Nighttime Light Statistics (nW/cm²/sr):', grindavik_stats);

// Calculate the ratio of mean values to compare
var mean_ratio = ee.Number(grindavik_stats.get('DNB_At_Sensor_Radiance_500m_mean'))
  .divide(ee.Number(reykjavik_stats.get('DNB_At_Sensor_Radiance_500m_mean')));
print('Ratio of mean light intensity (Grindavík/Reykjavík):', mean_ratio);

// Add a conclusion text about whether Grindavík shows higher values
var comparison_result = ee.Algorithms.If(
  ee.Number(grindavik_stats.get('DNB_At_Sensor_Radiance_500m_mean')).gt(
    ee.Number(reykjavik_stats.get('DNB_At_Sensor_Radiance_500m_mean'))),
  'Yes, Grindavík shows higher nighttime light intensity compared to Reykjavík on November 21, 2024.',
  'No, Grindavík does not show higher nighttime light intensity compared to Reykjavík on November 21, 2024.'
);

print('Answer to Research Question:', comparison_result);",v1,213
"Did forest cover in the Bobiri Forest Reserve, Ghana, decline between 2003 and 2023?",,https://earthobservatory.nasa.gov/images/153763/ghanas-declining-forest-reserves,,"Although vegetation change was relatively slow from 2003 to 2015, it picked up significantly between 2015 and 2019. Overall, there was more forest loss and degradation than recovery, resulting in a gradual decline of tree cover",,,,,,v2,214
"Did an island appear in the Caspian Sea within 4 km of coordinates 39.014501, 49.357405 on February 13, 2023, but did not exist on November 19, 2022?",,https://earthobservatory.nasa.gov/images/153799/satellites-spot-a-ghost-island,,"1. In November 2022 (left), the crest of the volcano remained below the sea surface. 
2. By February 14, 2023 (middle), an island had appeared, and a sediment plume drifted away from it.",,,,https://code.earthengine.google.com/4fcf787b169300f5810a57b0c78bac3b,"// Define the point of interest and buffer to create region of interest (ROI)
var centerPoint = ee.Geometry.Point([49.52, 39.56]);

var roi = centerPoint.buffer(10000); // 4 km buffer around the point

// Function to apply scale factors to Landsat 8/9 SR imagery
function applyScaleFactors(image) {
  var opticalBands = image.select('SR_B.').multiply(0.0000275).add(-0.2);
  var thermalBand = image.select('ST_B.*').multiply(0.00341802).add(149.0);
  return image.addBands(opticalBands, null, true)
              .addBands(thermalBand, null, true);
}

// Function to calculate NDWI for Landsat 8/9
function addNDWI(image) {
  // NDWI = Green - NIR / Green + NIR
  // For Landsat 8/9: Green is B3, NIR is B5
  var ndwi = image.normalizedDifference(['SR_B3', 'SR_B5']).rename('NDWI');
  return image.addBands(ndwi);
}

// Function to calculate Modified NDWI (MNDWI) for better water detection
function addMNDWI(image) {
  // MNDWI = Green - SWIR / Green + SWIR
  // For Landsat 8/9: Green is B3, SWIR is B6
  var mndwi = image.normalizedDifference(['SR_B3', 'SR_B6']).rename('MNDWI');
  return image.addBands(mndwi);
}

// Function to create land mask (potential islands)
function createLandMask(image) {
  // Use MNDWI for better water/land separation
  // Values < 0 are likely land
  var landMask = image.select('MNDWI').lt(0);
  return landMask.rename('land_mask');
}

// Function to calculate area of land within ROI
function calculateLandArea(landMask, resolution) {
  var pixelArea = ee.Image.pixelArea();
  var landArea = pixelArea.updateMask(landMask).reduceRegion({
    reducer: ee.Reducer.sum(),
    geometry: roi,
    scale: resolution,
    maxPixels: 1e9
  });
  
  var landAreaSqMeters = landArea.get('area');
  var landAreaSqKm = ee.Number(landAreaSqMeters).divide(1e6);
  
  return {
    sqMeters: landAreaSqMeters,
    sqKm: landAreaSqKm,
    mask: landMask
  };
}

// Process Landsat 8/9 imagery for November 19, 2022
var dataset_nov2022 = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
  .merge(ee.ImageCollection('LANDSAT/LC09/C02/T1_L2'))
  .filterDate('2022-11-17', '2022-11-20')
  .filterBounds(roi)
  .map(applyScaleFactors)
  .map(addNDWI)
  .map(addMNDWI);

var image_nov2022 = dataset_nov2022.mosaic();
var landMask_nov2022 = createLandMask(image_nov2022);
var land_nov2022 = calculateLandArea(landMask_nov2022, 30);

// Process Landsat 8/9 imagery for February 13, 2023
var dataset_feb2023 = ee.ImageCollection('LANDSAT/LC08/C02/T1_L2')
  .merge(ee.ImageCollection('LANDSAT/LC09/C02/T1_L2'))
  .filterDate('2023-02-13', '2023-02-15')
  .filterBounds(roi)
  .map(applyScaleFactors)
  .map(addNDWI)
  .map(addMNDWI);

var image_feb2023 = dataset_feb2023.mosaic();
var landMask_feb2023 = createLandMask(image_feb2023);
var land_feb2023 = calculateLandArea(landMask_feb2023, 30);

// Calculate new land (potential new island)
var newLand = landMask_feb2023.and(landMask_nov2022.not());
var newLandArea = calculateLandArea(newLand, 30);

// Print results
print('ROI Area (4km buffer around point):', roi.area().divide(1e6), 'sq km');
print('November 2022 Land Area:', land_nov2022.sqKm, 'sq km');
print('February 2023 Land Area:', land_feb2023.sqKm, 'sq km');
print('New Land Area (potential island):', newLandArea.sqKm, 'sq km');

// Visualization parameters
var visParams = {
  bands: ['SR_B4', 'SR_B3', 'SR_B2'],
  min: 0,
  max: 0.2
};

var ndwiVis = {
  min: -0.5,
  max: 0.5,
  palette: ['red', 'white', 'blue']
};

var mndwiVis = {
  min: -0.5,
  max: 0.5,
  palette: ['brown', 'white', 'cyan']
};

var landMaskVis = {
  palette: ['blue', 'green']  // blue = water, green = land
};

var newLandVis = {
  palette: ['transparent', 'red']  // transparent = no change, red = new land
};

// Center map on ROI
Map.centerObject(roi, 11);

// Add ROI
Map.addLayer(roi, {color: 'yellow'}, 'Region of Interest (4km buffer)');
Map.addLayer(centerPoint, {color: 'yellow'}, 'Point of Interest');

// Add November 2022 layers
Map.addLayer(image_nov2022, visParams, 'November 2022 True Color');
Map.addLayer(image_nov2022.select('MNDWI'), mndwiVis, 'November 2022 MNDWI', false);
Map.addLayer(landMask_nov2022, landMaskVis, 'November 2022 Land');

// Add February 2023 layers
Map.addLayer(image_feb2023, visParams, 'February 2023 True Color');
Map.addLayer(image_feb2023.select('MNDWI'), mndwiVis, 'February 2023 MNDWI', false);
Map.addLayer(landMask_feb2023, landMaskVis, 'February 2023 Land');

// Add the new land (potential new island)
Map.addLayer(newLand, newLandVis, 'New Land (Potential New Island)');

// Simple interpretation of results
var newLandSqKm = ee.Number(newLandArea.sqKm).getInfo();
if (newLandSqKm > 0.01) {  // More than 0.01 sq km (10,000 sq m) to filter out noise
  print('RESULT: There appears to be a new island or land formation that was not present in November 2022 but appears in February 2023');
} else {
  print('RESULT: No significant new island or land formation detected between November 2022 and February 2023');
}",v1,215
"Does the plume from Whakaari/White Island, New Zealand travel in a southern direction on January 7, 2025?",No,https://earthobservatory.nasa.gov/images/153818/another-puff-from-whakaari,,Check images,,,,https://code.earthengine.google.com/085ab7794e24074a3f6f70e0fc45b2fe,"// Define the study area: Whakaari/White Island, New Zealand
var whiteIsland = ee.Geometry.Point([177.1830, -37.5217]).buffer(10000); // 10km buffer around White Island

// Define the date of interest
var dateOfInterest = '2025-01-07';

// Load Landsat 9 surface reflectance data for January 7, 2025
// Using a small date range to capture the specific day
var landsat = ee.ImageCollection('LANDSAT/LC09/C02/T1_L2')
  .filterDate(dateOfInterest, ee.Date(dateOfInterest).advance(1, 'day'))
  .filterBounds(whiteIsland);

// Print the available images to check if we have data for that day
print('Available Landsat images for Jan 7, 2025:', landsat);

// Select the most cloud-free image if multiple are available
var image = landsat.sort('CLOUD_COVER').first();

// Function to scale the surface reflectance data
function applyScaleFactors(image) {
  // Scale surface reflectance bands
  var opticalBands = image.select('SR_B.').multiply(0.0000275).add(-0.2);
  var thermalBand = image.select('ST_B10').multiply(0.00341802).add(149.0);
  
  // Get the QA_PIXEL band for cloud and other masks
  var qaBand = image.select('QA_PIXEL');
  
  return image.addBands(opticalBands, null, true)
              .addBands(thermalBand, null, true)
              .addBands(qaBand);
}

// Apply scale factors
var scaledImage = applyScaleFactors(image);

// Use QA_PIXEL to detect clouds, shadows, and potential aerosols
// Bit values for QA_PIXEL: https://www.usgs.gov/landsat-missions/landsat-collection-2-quality-assessment-bands
var qaPixel = scaledImage.select('QA_PIXEL');

// Extract specific bits from QA_PIXEL that could indicate plumes
// Bit 1: Dilated Cloud
// Bit 3: Cirrus
// Bit 4: Cloud
var dilatedCloud = bitwiseExtract(qaPixel, 1);
var cirrus = bitwiseExtract(qaPixel, 3);
var cloud = bitwiseExtract(qaPixel, 4);

// Create a combined mask of potential plume indicators
var potentialPlume = dilatedCloud.or(cirrus).or(cloud);

// Function to extract specific bits from a bitmask
function bitwiseExtract(image, bitPosition) {
  var bitMask = ee.Number(1).leftShift(bitPosition);
  return image.bitwiseAnd(bitMask).rightShift(bitPosition);
}

// Create false color composite to visualize the plume
// Using bands that help visualize aerosols and volcanic plumes
// B1 (Ultra Blue), B3 (Green), B5 (NIR)
var plumeBands = ['SR_B1', 'SR_B3', 'SR_B5'];
var plumeFalseColor = scaledImage.select(plumeBands);

// True color visualization
var trueColor = {
  bands: ['SR_B4', 'SR_B3', 'SR_B2'],
  min: 0,
  max: 0.3,
  gamma: 1.2
};

// False color visualization for potential plume
var falseColor = {
  bands: ['SR_B5', 'SR_B4', 'SR_B3'],
  min: 0,
  max: 0.3,
  gamma: 1.2
};

// Set visualization parameters for the potential plume mask
var plumeMaskVis = {
  min: 0,
  max: 1,
  palette: ['000000', 'yellow'],
  opacity: 0.7
};

// Set map center to White Island
Map.setCenter(177.1830, -37.5217, 11);

// Add the image layers
Map.addLayer(scaledImage, trueColor, 'True Color - Jan 7, 2025');
Map.addLayer(scaledImage, falseColor, 'False Color - Jan 7, 2025');
Map.addLayer(potentialPlume.selfMask(), plumeMaskVis, 'Potential Plume Indicators');
Map.addLayer(whiteIsland, {color: 'red'}, 'White Island Region', true);

// Divide the area around White Island into four directional quadrants for analysis
var center = ee.Geometry.Point([177.1830, -37.5217]);

// Create four directional quadrants (North, East, South, West)
// Using fixed coordinates instead of dynamic calculation
var centerLon = 177.1830;
var centerLat = -37.5217;

var north = ee.Geometry.Rectangle(
  [centerLon - 0.03, centerLat, centerLon + 0.03, centerLat + 0.03]
);

var east = ee.Geometry.Rectangle(
  [centerLon, centerLat - 0.03, centerLon + 0.03, centerLat + 0.03]
);

var south = ee.Geometry.Rectangle(
  [centerLon - 0.03, centerLat - 0.03, centerLon + 0.03, centerLat]
);

var west = ee.Geometry.Rectangle(
  [centerLon - 0.03, centerLat - 0.03, centerLon, centerLat + 0.03]
);

// Add the quadrants to the map
Map.addLayer(north, {color: 'blue'}, 'North Quadrant');
Map.addLayer(east, {color: 'green'}, 'East Quadrant');
Map.addLayer(south, {color: 'yellow'}, 'South Quadrant');
Map.addLayer(west, {color: 'purple'}, 'West Quadrant');

// Calculate the mean value of potential plume indicators in each quadrant
var northMean = potentialPlume.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: north,
  scale: 30,
  maxPixels: 1e9
}).get('QA_PIXEL');

var eastMean = potentialPlume.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: east,
  scale: 30,
  maxPixels: 1e9
}).get('QA_PIXEL');

var southMean = potentialPlume.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: south,
  scale: 30,
  maxPixels: 1e9
}).get('QA_PIXEL');

var westMean = potentialPlume.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: west,
  scale: 30,
  maxPixels: 1e9
}).get('QA_PIXEL');

// Print results
print('North Quadrant Mean Plume Indicator:', northMean);
print('East Quadrant Mean Plume Indicator:', eastMean);
print('South Quadrant Mean Plume Indicator:', southMean);
print('West Quadrant Mean Plume Indicator:', westMean);

// Create a dictionary of the means for comparison
var quadrantMeans = ee.Dictionary({
  'North': northMean,
  'East': eastMean,
  'South': southMean,
  'West': westMean
});

// Find the direction with the highest plume indicator value
var highestDirection = quadrantMeans.keys().sort(quadrantMeans.values()).get(-1);
print('Direction with highest plume concentration:', highestDirection);

// Check if the south direction has the highest plume indicator
var isSouthHighest = ee.Algorithms.If(
  ee.String(highestDirection).equals('South'),
  'Yes, the plume from Whakaari/White Island appears to be moving primarily in a southern direction on January 7, 2025.',
  'No, the plume from Whakaari/White Island does not appear to be moving primarily in a southern direction on January 7, 2025.');

print('Answer to Research Question:', isSouthHighest);",v1,216
"Did Punjab and Haryana have less than 20,000 fires detections in November, 2024, as observed with the VIIRS sensor?",,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,,,,,,,v2,217
Did Punjab and Haryana have the most amount of active fire detections in 2016 compared to all other years from 2012 to 2024?,,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,The past two years were the two lowest years on record; the most active was 2016.  ,,,,,,v2,218
"Were active fire counts in Punjab and Haryana during November 2024 lower than during November 2022, as observed with the VIIRS sensor?",,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,"During the 2024 burning season, MODIS observed the lowest number of fires in Punjab and Haryana on record since the two sensors began collecting data in 2000 and 2002",,,,,,v2,219
"Were active fire counts in Punjab and Haryana lower in November 2024 than any other November from 2012 to 2023, as observed with the VIIRS sensor?",,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,,,,,,,v2,220
"Were there more active fire counts in Punjab than Haryana on November 8, 2024?",,https://earthobservatory.nasa.gov/images/153826/is-fire-activity-declining-in-northwestern-india,,,,,,,,v2,221
"Did the burned area north and west of Pacific Palisades, California increase between January 6, 2025 and January 14, 2025?",,https://earthobservatory.nasa.gov/images/153831/the-palisades-fires-footprint,,"The images above, acquired on January 14 by the OLI-2 (Operational Land Imager-2) on Landsat 9, show the area affected by the fire. In the natural color image (left), visibly charred areas stretch to the north and west of Pacific Palisades. Several lines of bright red or pink fire retardant dropped by aircraft appear along the perimeter of the burned area. (These are more visible in the larger image.)

The false-color image (right) combines shortwave infrared, near infrared, and visible components (OLI bands 6-5-3) of the electromagnetic spectrum. This band combination makes it easier to identify unburned vegetation (green) and recently burned landscape (light to dark brown).
",,,,,,v2,222
"Does Pacific Palisades have higher tropospheric Nitrogen dioxide levels on January 9, 2025 than on January 12, 2025?",,https://earthobservatory.nasa.gov/images/153838/unhealthy-skies-over-los-angeles-county,,"1. January 7 brought an ominous change in the weather. Strong Santa Ana winds streamed from the northeast, pushing the normal emissions that formed over the city that morning farther over the Pacific Ocean. As the morning progressed, a small source of NO2 sprung up west of downtown Los Angeles over the Pacific Palisades neighborhood. By the afternoon (upper right), winds had pushed the gas to the southwest, creating two distinct parallel plumes.
2. By January 12 (lower right), firefighters had made enough progress that the NO2 signal from the fires waned and urban pollutants began to dominate emissions again. As of January 16, Cal Fire reported the Palisades fire was 27 percent contained, and the Eaton fire was 55 percent contained.",,,,https://code.earthengine.google.com/67ece2e7bd271e1a84cc88944f3536c7,"// Define the location
var pacificPalisades = ee.Geometry.Point([-118.5273, 34.0480]);

// Define the dates for comparison (2025)
var januaryNinth = ee.Date('2025-01-09');  // January 9, 2025
var januaryTwelfth = ee.Date('2025-01-12'); // January 12, 2025

// Load Sentinel-5P TROPOMI Nitrogen Dioxide data
var no2Collection = ee.ImageCollection('COPERNICUS/S5P/OFFL/L3_NO2')
                    .select('tropospheric_NO2_column_number_density');

// Filter data for Pacific Palisades on January 9, 2025
// Getting the day before and after to ensure data availability
var palisadesJan9 = no2Collection
                   .filterDate(januaryNinth.advance(-1, 'day'), januaryNinth.advance(1, 'day'))
                   .mean();

// Filter data for Pacific Palisades on January 12, 2025
// Getting the day before and after to ensure data availability
var palisadesJan12 = no2Collection
                .filterDate(januaryTwelfth.advance(-1, 'day'), januaryTwelfth.advance(1, 'day'))
                .mean();

// Create buffer zone around the point for better sampling
// Using a 5km buffer as NO2 data has coarse resolution
var palisadesBuffer = pacificPalisades.buffer(5000);

// Calculate NO2 values at each date
var jan9NO2Value = palisadesJan9.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: palisadesBuffer,
  scale: 1000,  // Scale in meters
  maxPixels: 1e12
});

var jan12NO2Value = palisadesJan12.reduceRegion({
  reducer: ee.Reducer.mean(),
  geometry: palisadesBuffer,
  scale: 1000,  // Scale in meters
  maxPixels: 1e12
});

// Get the NO2 values
var jan9Result = jan9NO2Value.get('tropospheric_NO2_column_number_density');
var jan12Result = jan12NO2Value.get('tropospheric_NO2_column_number_density');

// Compare the values
var comparison = ee.Number(jan9Result).gt(jan12Result);

// Print the results
print('Pacific Palisades NO2 on January 9, 2025 (mol/m²):', jan9Result);
print('Pacific Palisades NO2 on January 12, 2025 (mol/m²):', jan12Result);
print('Difference (Jan 9 - Jan 12) (mol/m²):', 
      ee.Number(jan9Result).subtract(jan12Result));
print('Does Pacific Palisades have higher NO2 on January 9 than January 12, 2025?', comparison);

// Visualization
// Define visualization parameters for NO2
var no2Vis = {
  min: 0.00001,
  max: 0.0005,
  palette: ['black', 'blue', 'purple', 'cyan', 'green', 'yellow', 'red']
};

// Add layers to the map
Map.addLayer(palisadesJan9, no2Vis, 'Pacific Palisades NO2 (Jan 9, 2025)');
Map.addLayer(palisadesJan12, no2Vis, 'Pacific Palisades NO2 (Jan 12, 2025)');

// Add marker for the location
Map.addLayer(pacificPalisades, {color: 'white'}, 'Pacific Palisades');

// Center map on Pacific Palisades
Map.centerObject(pacificPalisades, 12);

// Create a difference image to better visualize the comparison
var no2Difference = palisadesJan9.subtract(palisadesJan12);
var diffVis = {
  min: -0.0002,
  max: 0.0002,
  palette: ['blue', 'white', 'red']
};

// Add the difference image for additional context
Map.addLayer(no2Difference, diffVis, 'NO2 Difference (Jan 9 - Jan 12, 2025)', false);

// Additional Analysis: Temporal context
// Get average NO2 for January 2025 to provide context
var januaryAverage = no2Collection
  .filterDate('2025-01-01', '2025-01-31')
  .mean()
  .reduceRegion({
    reducer: ee.Reducer.mean(),
    geometry: palisadesBuffer,
    scale: 1000,
    maxPixels: 1e12
  })
  .get('tropospheric_NO2_column_number_density');

print('Pacific Palisades average NO2 for January 2025:', januaryAverage);

// Add weekly pattern analysis
var weekData = ee.List.sequence(1, 31).map(function(day) {
  var date = ee.Date('2025-01-01').advance(ee.Number(day).subtract(1), 'day');
  var dayData = no2Collection
    .filterDate(date, date.advance(1, 'day'))
    .mean();
  
  var value = dayData.reduceRegion({
    reducer: ee.Reducer.mean(),
    geometry: palisadesBuffer,
    scale: 1000,
    maxPixels: 1e12
  }).get('tropospheric_NO2_column_number_density');
  
  return ee.Feature(null, {
    'date': date.format('YYYY-MM-dd'),
    'NO2': value
  });
});

// Convert the list to a feature collection for charting
var weekFc = ee.FeatureCollection(weekData);
print('January 2025 Daily NO2 Levels:', weekFc);

// Create a time series chart
var chart = ui.Chart.feature.byFeature(weekFc, 'date', ['NO2'])
  .setOptions({
    title: 'Daily NO2 Levels in Pacific Palisades (January 2025)',
    vAxis: {title: 'Tropospheric NO2 (mol/m²)'},
    hAxis: {title: 'Date'},
    pointSize: 3
  });

print(chart);",v1,223
"Is the tropospheric NO2 concentration higher in a region 50 km west of Pacific Palisades, Los Angeles, California than in a region 50 km southwest of Pacific Palisades on January 7, 2025 afternoon?",No,https://earthobservatory.nasa.gov/images/153838/unhealthy-skies-over-los-angeles-county,,"1. January 7 brought an ominous change in the weather. Strong Santa Ana winds streamed from the northeast, pushing the normal emissions that formed over the city that morning farther over the Pacific Ocea",,,,https://code.earthengine.google.com/f5ddaa256ce7058042db94c277e47ebd,"// Load Sentinel-5P TROPOMI NO2 data
// Note: Adjust the date range to match the period of the fire event
var dataset = ee.ImageCollection('COPERNICUS/S5P/NRTI/L3_NO2')
              .filter(ee.Filter.date('2025-01-07', '2025-01-08')); // Modify this date range as needed

// Define Palisades, Los Angeles coordinates
var palisades_point = ee.Geometry.Point([-118.5273, 34.0454]); // Pacific Palisades, LA coordinates

// Create point 50 km west of Palisades
var west_point = ee.Geometry.Point([-119.1273, 34.0454]); // 50 km west of Palisades

// Create point 50 km southwest of Palisades
// Calculate southwestern point (approximately 35.35 km west and 35.35 km south to get 50 km at 45° angle)
var southwest_point = ee.Geometry.Point([-118.9808, 33.7250]); // 50 km southwest of Palisades

// Create buffer regions (10km radius) to analyze the areas
var palisades_region = palisades_point.buffer(10000);
var west_region = west_point.buffer(10000);
var southwest_region = southwest_point.buffer(10000);

// Select the tropospheric NO2 column density band
var no2_data = dataset.select('tropospheric_NO2_column_number_density');

// Create a visualization parameter for NO2 data
var no2Vis = {
  min: 0,
  max: 0.0002, // Adjust based on typical NO2 range (in mol/m^2)
  palette: ['black', 'blue', 'purple', 'cyan', 'green', 'yellow', 'red']
};

// Function to calculate mean NO2 concentration for a region
function calculateMeanNO2(region, name) {
  // Calculate the mean value within the region
  var meanNO2 = no2_data.mean().reduceRegion({
    reducer: ee.Reducer.mean(),
    geometry: region,
    scale: 10000, // Using a finer resolution for more detailed analysis
    maxPixels: 1e12
  });
  
  return meanNO2.get('tropospheric_NO2_column_number_density');
}

// Calculate the mean NO2 concentration for all regions
var palisades_mean = calculateMeanNO2(palisades_region, 'Palisades');
var west_mean = calculateMeanNO2(west_region, 'West of Palisades');
var southwest_mean = calculateMeanNO2(southwest_region, 'Southwest of Palisades');

// Calculate the ratios
var west_to_palisades_ratio = ee.Number(west_mean).divide(palisades_mean);
var southwest_to_palisades_ratio = ee.Number(southwest_mean).divide(palisades_mean);
var west_to_southwest_ratio = ee.Number(west_mean).divide(southwest_mean);

// Print the results
print('Mean NO2 Concentration at Palisades (mol/m²):', palisades_mean);
print('Mean NO2 Concentration 50 km West of Palisades (mol/m²):', west_mean);
print('Mean NO2 Concentration 50 km Southwest of Palisades (mol/m²):', southwest_mean);
print('Is NO2 concentration higher 50 km West of Palisades?', ee.Number(west_mean).gt(southwest_mean));
print('West/Southwest Ratio:', west_to_southwest_ratio);
print('Percentage Difference (%):',
      ee.Number(west_mean).subtract(southwest_mean).divide(southwest_mean).multiply(100));

// Visualization
Map.setCenter(-118.7273, 33.9454, 8); // Center the map to show all three regions

// Calculate mean NO2 for the entire period
var meanNO2 = no2_data.mean();

// Add layers to the map
Map.addLayer(meanNO2, no2Vis, 'Mean NO2');

// Add regions to the map
Map.addLayer(ee.FeatureCollection(palisades_region), {color: 'red'}, 'Palisades Area');
Map.addLayer(ee.FeatureCollection(west_region), {color: 'blue'}, '50 km West of Palisades');
Map.addLayer(ee.FeatureCollection(southwest_region), {color: 'green'}, '50 km Southwest of Palisades');",v1,224
"Did Cairns, Queensland receive more rainfall than Cooktown, Queensland (-15.475923, 145.248920) between January 31 and February 4, 2025?",,https://earthobservatory.nasa.gov/images/153914/nishinoshima-belches-ash-and-lava,,"1. The rainfall was especially intense for several days along several hundred kilometers of the coast between Cairns and Ayr. 
2. The map above shows rainfall accumulation in a period of just over four days ending on February 4, 2025",,,,https://code.earthengine.google.com/058649112761d4b0dc6dd89cd98bfa0d,"// Load CHIRPS daily precipitation data for January 31 - February 4, 2025
var dataset = ee.ImageCollection('UCSB-CHG/CHIRPS/DAILY')
              .filter(ee.Filter.date('2025-01-31', '2025-02-05')); // End date is exclusive

// Select the precipitation band
var precipitation = dataset.select('precipitation');

// Define the regions of interest - Cairns and Cooktown in Queensland, Australia
var cairns = ee.Geometry.Point([145.7700, -16.9200]);
var cooktown = ee.Geometry.Point([145.2500, -15.4700]);

// Create buffer around points to create areas for analysis (10km radius)
var cairnsRegion = cairns.buffer(10000);
var cooktownRegion = cooktown.buffer(10000);

// Function to calculate total precipitation for a specific dataset over a region
function calculateTotalPrecipitation(dataset, region, regionName) {
  // Sum the precipitation over the time period
  var totalPrecip = dataset.sum();
  
  // Calculate the total precipitation in the region in mm
  var totalRegionalPrecip = totalPrecip.reduceRegion({
    reducer: ee.Reducer.mean(),
    geometry: region,
    scale: 5000,
    maxPixels: 1e12
  });
  
  return ee.Dictionary({
    'region': regionName,
    'total_precipitation': totalRegionalPrecip.get('precipitation')
  });
}

// Calculate the total precipitation for both regions
var cairnsPrecip = calculateTotalPrecipitation(precipitation, cairnsRegion, 'Cairns');
var cooktownPrecip = calculateTotalPrecipitation(precipitation, cooktownRegion, 'Cooktown');

// Print the results
print('Total Precipitation in Cairns (Jan 31 - Feb 4, 2025) (mm):', cairnsPrecip);
print('Total Precipitation in Cooktown (Jan 31 - Feb 4, 2025) (mm):', cooktownPrecip);

// Determine which location received more rainfall
var cairnsTotal = ee.Number(cairnsPrecip.get('total_precipitation'));
var cooktownTotal = ee.Number(cooktownPrecip.get('total_precipitation'));
var comparison = cairnsTotal.subtract(cooktownTotal);

print('Difference in Precipitation (Cairns - Cooktown) (mm):', comparison);
print('Did Cairns receive more rainfall than Cooktown?', comparison.gt(0));

// Visualization
Map.setCenter(145.77, -16.20, 8); // Center map between Cairns and Cooktown

// Calculate total precipitation for visualization
var totalPrecip = precipitation.sum();

// Set visualization parameters
var precipVis = {
  min: 0,
  max: 100, // Adjust based on expected rainfall values
  palette: ['white', 'cyan', 'blue', 'purple', 'magenta']
};

// Add layers to the map
Map.addLayer(totalPrecip, precipVis, 'Total Rainfall Jan 31 - Feb 4, 2025 (mm)');

// Add the region boundaries
Map.addLayer(cairnsRegion, {color: 'red'}, 'Cairns Region');
Map.addLayer(cooktownRegion, {color: 'yellow'}, 'Cooktown Region');",v1,225
